Sex,Year,AgeGroup,Ethnicity,Race,Deaths,Population,Crude Rate,Survival Rate scaled,Survival Rate
Male,2007,85+ years,Non-Hispanic,Asian or Pacific Islander,31,44171,70.2,0.416632176,0.999298182
Male,2007,85+ years,Non-Hispanic,Black or African American,43,93512,46,0.618464892,0.999540166
Male,2007,85+ years,Non-Hispanic,White,1498,1375706,108.9,0.093780514,0.998911105
Male,2008,15-19 years,Non-Hispanic,White,25,6703549,0.4,0.998890373,0.999996271
Male,2008,20-24 years,Non-Hispanic,White,29,6437802,0.5,0.998243736,0.999995495
Male,2008,25-29 years,Non-Hispanic,Black or African American,16,1326472,1.2,0.991940274,0.999987938
Male,2008,25-29 years,Non-Hispanic,White,26,6206788,0.4,0.998507037,0.999995811
Male,2008,30-34 years,Hispanic,White,25,1875848,1.3,0.990884974,0.999986673
Male,2008,30-34 years,Non-Hispanic,Black or African American,18,1175694,1.5,0.98923117,0.99998469
Male,2008,30-34 years,Non-Hispanic,White,50,5730780,0.9,0.994723795,0.999991275
Male,2008,35-39 years,Non-Hispanic,Black or African American,18,1253548,1.4,0.990024261,0.999985641
Male,2008,35-39 years,Non-Hispanic,White,83,6502195,1.3,0.991354046,0.999987235
Male,2008,40-44 years,Hispanic,White,30,1533746,2,0.985686479,0.99998044
Male,2008,40-44 years,Non-Hispanic,Black or African American,31,1286275,2.4,0.981899238,0.999975899
Male,2008,40-44 years,Non-Hispanic,White,108,7012379,1.5,0.989155078,0.999984599
Male,2008,45-49 years,Hispanic,White,32,1294419,2.5,0.981381348,0.999975278
Male,2008,45-49 years,Non-Hispanic,Black or African American,43,1318543,3.3,0.974800298,0.999967388
Male,2008,45-49 years,Non-Hispanic,White,241,7922300,3,0.976628003,0.99996958
Male,2008,50-54 years,Hispanic,White,36,1000606,3.6,0.971992432,0.999964022
Male,2008,50-54 years,Non-Hispanic,Black or African American,86,1191230,7.2,0.941785499,0.999927806
Male,2008,50-54 years,Non-Hispanic,White,365,7768660,4.7,0.96281306,0.999953016
Male,2008,55-59 years,Hispanic,White,52,738356,7,0.943259772,0.999929573
Male,2008,55-59 years,Non-Hispanic,Asian or Pacific Islander,22,385936,5.7,0.954455111,0.999942996
Male,2008,55-59 years,Non-Hispanic,Black or African American,95,945305,10,0.918179193,0.999899503
Male,2008,55-59 years,Non-Hispanic,White,608,6912178,8.8,0.92863513,0.999912039
Male,2008,60-64 years ,Hispanic,White,71,522456,13.6,0.888652984,0.999864103
Male,2008,60-64 years ,Non-Hispanic,Asian or Pacific Islander,23,288134,8,0.93542177,0.999920176
Male,2008,60-64 years ,Non-Hispanic,Black or African American,85,661596,12.8,0.894841332,0.999871523
Male,2008,60-64 years ,Non-Hispanic,White,815,5798959,14.1,0.884777993,0.999859458
Male,2008,65-69 years,Hispanic,White,69,360106,19.2,0.842183635,0.99980839
Male,2008,65-69 years,Non-Hispanic,Asian or Pacific Islander,29,211182,13.7,0.887463845,0.999862678
Male,2008,65-69 years,Non-Hispanic,Black or African American,80,470048,17,0.860045237,0.999829805
Male,2008,65-69 years,Non-Hispanic,White,1004,4343891,23.1,0.809221876,0.999768871
Male,2008,70-74 years,Hispanic,White,76,262808,28.9,0.760799394,0.999710816
Male,2008,70-74 years,Non-Hispanic,Asian or Pacific Islander,37,153529,24.1,0.800991536,0.999759003
Male,2008,70-74 years,Non-Hispanic,Black or African American,80,339526,23.6,0.805474031,0.999764377
Male,2008,70-74 years,Non-Hispanic,White,1165,3258445,35.8,0.703792035,0.999642467
Male,2008,75-79 years,Hispanic,White,80,187755,42.6,0.646612289,0.999573913
Male,2008,75-79 years,Non-Hispanic,Asian or Pacific Islander,32,103092,31,0.743102109,0.999689598
Male,2008,75-79 years,Non-Hispanic,Black or African American,65,229456,28.3,0.765725265,0.999716721
Male,2008,75-79 years,Non-Hispanic,White,1550,2621354,59.1,0.508814525,0.999408703
Male,2008,80-84 years,Hispanic,White,74,118530,62.4,0.481275835,0.999375685
Male,2008,80-84 years,Non-Hispanic,Asian or Pacific Islander,42,64846,64.8,0.461780292,0.999352312
Male,2008,80-84 years,Non-Hispanic,Black or African American,53,141976,37.3,0.690638651,0.999626697
Male,2008,80-84 years,Non-Hispanic,White,1599,1912216,83.6,0.304545288,0.999163797
Male,2008,85+ years,Hispanic,White,58,77067,75.3,0.374282883,0.999247408
Male,2008,85+ years,Non-Hispanic,Asian or Pacific Islander,29,47744,60.7,0.495378669,0.999392594
Male,2008,85+ years,Non-Hispanic,Black or African American,37,98066,37.7,0.687307028,0.999622703
Male,2008,85+ years,Non-Hispanic,White,1633,1430093,114.2,0.049584272,0.998858116
Male,2009,20-24 years,Non-Hispanic,White,28,6433946,0.4,0.998371121,0.999995648
Male,2009,25-29 years,Hispanic,White,20,2038899,1,0.993819325,0.999990191
Male,2009,25-29 years,Non-Hispanic,White,31,6261404,0.5,0.997871469,0.999995049
Male,2009,30-34 years,Non-Hispanic,White,48,5813404,0.8,0.995114172,0.999991743
Male,2009,35-39 years,Hispanic,White,29,1773991,1.6,0.988366055,0.999983653
Male,2009,35-39 years,Non-Hispanic,Black or African American,28,1244299,2.3,0.983232066,0.999977497
Male,2009,35-39 years,Non-Hispanic,White,48,6289417,0.8,0.995635396,0.999992368
Male,2009,40-44 years,Hispanic,White,29,1567839,1.8,0.98657323,0.999981503
Male,2009,40-44 years,Non-Hispanic,Black or African American,33,1262389,2.6,0.980197465,0.999973859
Male,2009,40-44 years,Non-Hispanic,White,112,6795053,1.6,0.988253239,0.999983517
Male,2009,45-49 years,Hispanic,White,40,1353948,3,0.977359676,0.999970457
Male,2009,45-49 years,Non-Hispanic,Black or African American,48,1330207,3.6,0.971903677,0.999963915
Male,2009,45-49 years,Non-Hispanic,White,211,7842499,2.7,0.979560418,0.999973095
Male,2009,50-54 years,Hispanic,White,53,1054398,5,0.960075626,0.999949734
Male,2009,50-54 years,Non-Hispanic,Black or African American,73,1229480,5.9,0.952477999,0.999940625
Male,2009,50-54 years,Non-Hispanic,White,413,7835991,5.3,0.958040589,0.999947294
Male,2009,55-59 years,Hispanic,White,65,778288,8.4,0.932341806,0.999916483
Male,2009,55-59 years,Non-Hispanic,Asian or Pacific Islander,19,400634,4.7,0.962445081,0.999952575
Male,2009,55-59 years,Non-Hispanic,Black or African American,115,981716,11.7,0.904295886,0.999882858
Male,2009,55-59 years,Non-Hispanic,White,576,7035214,8.2,0.933712024,0.999918126
Male,2009,60-64 years ,Hispanic,White,82,560475,14.6,0.879972047,0.999853696
Male,2009,60-64 years ,Non-Hispanic,Asian or Pacific Islander,25,311182,8,0.934992333,0.999919661
Male,2009,60-64 years ,Non-Hispanic,Black or African American,91,710808,12.8,0.8952199,0.999871977
Male,2009,60-64 years ,Non-Hispanic,White,849,6059620,14,0.885140541,0.999859892
Male,2009,65-69 years,Hispanic,White,65,379365,17.1,0.859091419,0.999828661
Male,2009,65-69 years,Non-Hispanic,Asian or Pacific Islander,40,222645,18,0.852152539,0.999820342
Male,2009,65-69 years,Non-Hispanic,Black or African American,85,489532,17.4,0.85717615,0.999826365
Male,2009,65-69 years,Non-Hispanic,White,1048,4527727,23.1,0.808943687,0.999768537
Male,2009,70-74 years,Hispanic,White,81,275434,29.4,0.756715062,0.999705919
Male,2009,70-74 years,Non-Hispanic,Asian or Pacific Islander,25,163075,15.3,0.874134172,0.999846696
Male,2009,70-74 years,Non-Hispanic,Black or African American,83,346696,23.9,0.802321047,0.999760597
Male,2009,70-74 years,Non-Hispanic,White,1203,3344922,36,0.702026183,0.99964035
Male,2009,75-79 years,Hispanic,White,83,193663,42.9,0.644533479,0.99957142
Male,2009,75-79 years,Non-Hispanic,Asian or Pacific Islander,36,108258,33.3,0.724638545,0.999667461
Male,2009,75-79 years,Non-Hispanic,Black or African American,78,232999,33.5,0.722781519,0.999665235
Male,2009,75-79 years,Non-Hispanic,White,1502,2597514,57.8,0.519701102,0.999421755
Male,2009,80-84 years,Hispanic,White,87,124837,69.7,0.420726789,0.999303091
Male,2009,80-84 years,Non-Hispanic,Asian or Pacific Islander,25,67372,37.1,0.692497382,0.999628926
Male,2009,80-84 years,Non-Hispanic,Black or African American,67,143759,46.6,0.613273822,0.999533942
Male,2009,80-84 years,Non-Hispanic,White,1589,1921140,82.7,0.312126642,0.999172887
Male,2009,85+ years,Hispanic,White,68,83948,81,0.326379161,0.999189975
Male,2009,85+ years,Non-Hispanic,Asian or Pacific Islander,47,51201,91.8,0.236361147,0.999082049
Male,2009,85+ years,Non-Hispanic,Black or African American,59,103138,57.2,0.524869113,0.999427951
Male,2009,85+ years,Non-Hispanic,White,1627,1486335,109.5,0.088990105,0.998905361
Male,2010,15-19 years,Non-Hispanic,White,16,6469102,0.2,0.999938032,0.999997527
Male,2010,20-24 years,Non-Hispanic,White,22,6455524,0.3,0.999158473,0.999996592
Male,2010,25-29 years,Non-Hispanic,Black or African American,16,1347518,1.2,0.992097405,0.999988126
Male,2010,25-29 years,Non-Hispanic,White,29,6290290,0.5,0.998155626,0.99999539
Male,2010,30-34 years,Non-Hispanic,Black or African American,17,1255200,1.4,0.990704519,0.999986456
Male,2010,30-34 years,Non-Hispanic,White,41,5920819,0.7,0.996225212,0.999993075
Male,2010,35-39 years,Non-Hispanic,Black or African American,27,1223123,2.2,0.983589041,0.999977925
Male,2010,35-39 years,Non-Hispanic,White,56,6050574,0.9,0.994281315,0.999990745
Male,2010,40-44 years,Hispanic,White,29,1612846,1.8,0.987003746,0.999982019
Male,2010,40-44 years,Non-Hispanic,Black or African American,34,1256002,2.7,0.979422519,0.99997293
Male,2010,40-44 years,Non-Hispanic,White,102,6695258,1.5,0.989294095,0.999984765
Male,2010,45-49 years,Hispanic,White,40,1397873,2.9,0.978133972,0.999971385
Male,2010,45-49 years,Non-Hispanic,Black or African American,51,1328720,3.8,0.96998681,0.999961617
Male,2010,45-49 years,Non-Hispanic,White,212,7670400,2.8,0.978948186,0.999972361
Male,2010,50-54 years,Hispanic,White,54,1114428,4.8,0.961585551,0.999951545
Male,2010,50-54 years,Non-Hispanic,Black or African American,93,1265880,7.3,0.940724228,0.999926533
Male,2010,50-54 years,Non-Hispanic,White,386,7888767,4.9,0.96118938,0.99995107
Male,2010,55-59 years,Hispanic,White,60,823891,7.3,0.941259297,0.999927175
Male,2010,55-59 years,Non-Hispanic,Asian or Pacific Islander,26,415181,6.3,0.949768428,0.999937377
Male,2010,55-59 years,Non-Hispanic,Black or African American,93,1018605,9.1,0.925848785,0.999908699
Male,2010,55-59 years,Non-Hispanic,White,597,7182344,8.3,0.932672221,0.99991688
Male,2010,60-64 years ,Hispanic,White,84,601933,14,0.885605438,0.99986045
Male,2010,60-64 years ,Non-Hispanic,Asian or Pacific Islander,32,337954,9.5,0.92302452,0.999905313
Male,2010,60-64 years ,Non-Hispanic,Black or African American,113,768776,14.7,0.879402853,0.999853013
Male,2010,60-64 years ,Non-Hispanic,White,847,6340873,13.4,0.890587029,0.999866422
Male,2010,65-69 years,Hispanic,White,48,401883,11.9,0.902380911,0.999880562
Male,2010,65-69 years,Non-Hispanic,Asian or Pacific Islander,36,233620,15.4,0.873473,0.999845904
Male,2010,65-69 years,Non-Hispanic,Black or African American,80,507303,15.8,0.870470091,0.999842303
Male,2010,65-69 years,Non-Hispanic,White,1070,4682904,22.8,0.811422576,0.999771509
Male,2010,70-74 years,Hispanic,White,95,287007,33.1,0.725920148,0.999668998
Male,2010,70-74 years,Non-Hispanic,Asian or Pacific Islander,28,173044,16.2,0.867040479,0.999838191
Male,2010,70-74 years,Non-Hispanic,Black or African American,81,356234,22.7,0.81235012,0.999772621
Male,2010,70-74 years,Non-Hispanic,White,1185,3410697,34.7,0.712213013,0.999652564
Male,2010,75-79 years,Hispanic,White,100,201346,49.7,0.587751363,0.999503343
Male,2010,75-79 years,Non-Hispanic,Asian or Pacific Islander,40,114041,35.1,0.70944828,0.999649249
Male,2010,75-79 years,Non-Hispanic,Black or African American,79,239362,33,0.72671948,0.999669956
Male,2010,75-79 years,Non-Hispanic,White,1370,2603618,52.6,0.563118321,0.999473809
Male,2010,80-84 years,Hispanic,White,68,132874,51.2,0.57515222,0.999488237
Male,2010,80-84 years,Non-Hispanic,Asian or Pacific Islander,27,71263,37.9,0.685988091,0.999621122
Male,2010,80-84 years,Non-Hispanic,Black or African American,61,147615,41.3,0.657330195,0.999586763
Male,2010,80-84 years,Non-Hispanic,White,1505,1937713,77.7,0.354184256,0.999223311
Male,2010,85+ years,Hispanic,White,66,90809,72.7,0.395795089,0.9992732
Male,2010,85+ years,Non-Hispanic,Asian or Pacific Islander,42,55067,76.3,0.365845925,0.999237293
Male,2010,85+ years,Non-Hispanic,Black or African American,48,108729,44.1,0.63378641,0.999558535
Male,2010,85+ years,Non-Hispanic,White,1741,1544167,112.7,0.061607508,0.998872531
Male,2011,20-24 years,Non-Hispanic,White,24,6534915,0.4,0.998937739,0.999996327
Male,2011,25-29 years,Non-Hispanic,Black or African American,17,1371540,1.2,0.991662732,0.999987605
Male,2011,25-29 years,Non-Hispanic,White,31,6310864,0.5,0.997903833,0.999995088
Male,2011,30-34 years,Non-Hispanic,Black or African American,19,1289924,1.5,0.989715397,0.99998527
Male,2011,30-34 years,Non-Hispanic,White,35,6048888,0.6,0.997174832,0.999994214
Male,2011,35-39 years,Hispanic,White,17,1813569,0.9,0.994182509,0.999990626
Male,2011,35-39 years,Non-Hispanic,Black or African American,21,1196995,1.8,0.987367991,0.999982456
Male,2011,35-39 years,Non-Hispanic,White,66,5809750,1.1,0.992525676,0.99998864
Male,2011,40-44 years,Hispanic,White,21,1652952,1.3,0.991404404,0.999987295
Male,2011,40-44 years,Non-Hispanic,Black or African American,28,1259262,2.2,0.983455084,0.999977765
Male,2011,40-44 years,Non-Hispanic,White,117,6680223,1.8,0.987392635,0.999982486
Male,2011,45-49 years,Hispanic,White,31,1441056,2.2,0.984058323,0.999978488
Male,2011,45-49 years,Non-Hispanic,Black or African American,53,1315238,4,0.968390319,0.999959703
Male,2011,45-49 years,Non-Hispanic,White,205,7399479,2.8,0.978893188,0.999972295
Male,2011,50-54 years,Hispanic,White,58,1162990,5,0.960404416,0.999950129
Male,2011,50-54 years,Non-Hispanic,Black or African American,82,1282276,6.4,0.94866286,0.999936051
Male,2011,50-54 years,Non-Hispanic,White,335,7914063,4.2,0.966694794,0.99995767
Male,2011,55-59 years,Hispanic,White,61,870080,7,0.943525205,0.999929892
Male,2011,55-59 years,Non-Hispanic,Asian or Pacific Islander,22,435403,5.1,0.959856888,0.999949472
Male,2011,55-59 years,Non-Hispanic,Black or African American,66,1055712,6.3,0.949857039,0.999937483
Male,2011,55-59 years,Non-Hispanic,White,613,7297282,8.4,0.931935413,0.999915996
Male,2011,60-64 years ,Hispanic,White,74,640796,11.5,0.905680826,0.999884519
Male,2011,60-64 years ,Non-Hispanic,Asian or Pacific Islander,21,357752,5.9,0.953040844,0.9999413
Male,2011,60-64 years ,Non-Hispanic,Black or African American,117,820948,14.3,0.883130115,0.999857482
Male,2011,60-64 years ,Non-Hispanic,White,906,6607497,13.7,0.88763511,0.999862883
Male,2011,65-69 years,Hispanic,White,87,426809,20.4,0.831984564,0.999796162
Male,2011,65-69 years,Non-Hispanic,Asian or Pacific Islander,30,247261,12.1,0.900803228,0.999878671
Male,2011,65-69 years,Non-Hispanic,Black or African American,89,524819,17,0.860556616,0.999830418
Male,2011,65-69 years,Non-Hispanic,White,1046,4801044,21.8,0.820281634,0.999782131
Male,2011,70-74 years,Hispanic,White,83,298640,27.8,0.770189326,0.999722073
Male,2011,70-74 years,Non-Hispanic,Asian or Pacific Islander,42,182942,23,0.810513215,0.999770419
Male,2011,70-74 years,Non-Hispanic,Black or African American,90,366565,24.6,0.797216673,0.999754477
Male,2011,70-74 years,Non-Hispanic,White,1222,3506619,34.8,0.711339312,0.999651516
Male,2011,75-79 years,Hispanic,White,99,209372,47.3,0.607614774,0.999527157
Male,2011,75-79 years,Non-Hispanic,Asian or Pacific Islander,48,121932,39.4,0.673657293,0.999606338
Male,2011,75-79 years,Non-Hispanic,Black or African American,86,249246,34.5,0.714211184,0.999654959
Male,2011,75-79 years,Non-Hispanic,White,1449,2621826,55.3,0.541034191,0.999447332
Male,2011,80-84 years,Hispanic,White,94,140276,67,0.443081054,0.999329892
Male,2011,80-84 years,Non-Hispanic,Asian or Pacific Islander,28,75973,36.9,0.694600961,0.999631448
Male,2011,80-84 years,Non-Hispanic,Black or African American,76,150760,50.4,0.581533333,0.999495888
Male,2011,80-84 years,Non-Hispanic,White,1621,1949706,83.1,0.308544846,0.999168593
Male,2011,85+ years,Hispanic,White,60,98582,60.9,0.494357584,0.99939137
Male,2011,85+ years,Non-Hispanic,Asian or Pacific Islander,42,59975,70,0.417905097,0.999299708
Male,2011,85+ years,Non-Hispanic,Black or African American,48,113691,42.2,0.649856991,0.999577803
Male,2011,85+ years,Non-Hispanic,White,1740,1598332,108.9,0.093997828,0.998911365
Male,2012,20-24 years,Non-Hispanic,White,26,6614862,0.4,0.998722578,0.999996069
Male,2012,25-29 years,Non-Hispanic,White,28,6329618,0.4,0.998311292,0.999995576
Male,2012,30-34 years,Hispanic,White,18,2004996,0.9,0.994512976,0.999991022
Male,2012,30-34 years,Non-Hispanic,Black or African American,16,1319457,1.2,0.991886786,0.999987874
Male,2012,30-34 years,Non-Hispanic,White,36,6153991,0.6,0.997121722,0.99999415
Male,2012,35-39 years,Non-Hispanic,Black or African American,20,1193162,1.7,0.988020028,0.999983238
Male,2012,35-39 years,Non-Hispanic,White,49,5727501,0.9,0.994865256,0.999991445
Male,2012,40-44 years,Hispanic,White,44,1692822,2.6,0.980321585,0.999974008
Male,2012,40-44 years,Non-Hispanic,Black or African American,24,1263735,1.9,0.986160758,0.999981009
Male,2012,40-44 years,Non-Hispanic,White,92,6591232,1.4,0.99035898,0.999986042
Male,2012,45-49 years,Hispanic,White,35,1475027,2.4,0.982209699,0.999976272
Male,2012,45-49 years,Non-Hispanic,Black or African American,44,1293988,3.4,0.973639556,0.999965997
Male,2012,45-49 years,Non-Hispanic,White,157,7146235,2.2,0.983676644,0.99997803
Male,2012,50-54 years,Hispanic,White,60,1212799,4.9,0.960737309,0.999950528
Male,2012,50-54 years,Non-Hispanic,Asian or Pacific Islander,16,516918,3.1,0.976184086,0.999969047
Male,2012,50-54 years,Non-Hispanic,Black or African American,59,1287920,4.6,0.963791722,0.99995419
Male,2012,50-54 years,Non-Hispanic,White,341,7848496,4.3,0.965762211,0.999956552
Male,2012,55-59 years,Hispanic,White,51,920885,5.5,0.955808616,0.999944618
Male,2012,55-59 years,Non-Hispanic,Asian or Pacific Islander,28,454082,6.2,0.950569488,0.999938337
Male,2012,55-59 years,Non-Hispanic,Black or African American,91,1100970,8.3,0.933060991,0.999917346
Male,2012,55-59 years,Non-Hispanic,White,598,7422781,8.1,0.934805534,0.999919437
Male,2012,60-64 years ,Hispanic,White,71,668258,10.6,0.913383492,0.999893754
Male,2012,60-64 years ,Non-Hispanic,Asian or Pacific Islander,27,371797,7.3,0.941430193,0.99992738
Male,2012,60-64 years ,Non-Hispanic,Black or African American,99,845193,11.7,0.904303235,0.999882867
Male,2012,60-64 years ,Non-Hispanic,White,891,6525992,13.7,0.888123884,0.999863469
Male,2012,65-69 years,Hispanic,White,80,462349,17.3,0.857681401,0.999826971
Male,2012,65-69 years,Non-Hispanic,Asian or Pacific Islander,33,267017,12.4,0.898919592,0.999876412
Male,2012,65-69 years,Non-Hispanic,Black or African American,82,564451,14.5,0.88083162,0.999854726
Male,2012,65-69 years,Non-Hispanic,White,1055,5232795,20.2,0.83384051,0.999798387
Male,2012,70-74 years,Hispanic,White,107,312324,34.3,0.716252744,0.999657407
Male,2012,70-74 years,Non-Hispanic,Asian or Pacific Islander,47,193571,24.3,0.799483403,0.999757195
Male,2012,70-74 years,Non-Hispanic,Black or African American,95,381585,24.9,0.794348335,0.999751038
Male,2012,70-74 years,Non-Hispanic,White,1269,3659088,34.7,0.712737301,0.999653192
Male,2012,75-79 years,Hispanic,White,85,218176,39,0.677050575,0.999610406
Male,2012,75-79 years,Non-Hispanic,Asian or Pacific Islander,44,130756,33.7,0.721330855,0.999663495
Male,2012,75-79 years,Non-Hispanic,Black or African American,67,257530,26,0.78500478,0.999739836
Male,2012,75-79 years,Non-Hispanic,White,1419,2654642,53.5,0.55615839,0.999465465
Male,2012,80-84 years,Hispanic,White,91,146775,62,0.484877309,0.999380003
Male,2012,80-84 years,Non-Hispanic,Asian or Pacific Islander,39,80820,48.3,0.599514883,0.999517446
Male,2012,80-84 years,Non-Hispanic,Black or African American,83,155204,53.5,0.55595431,0.99946522
Male,2012,80-84 years,Non-Hispanic,White,1592,1952418,81.5,0.321896919,0.999184601
Male,2012,85+ years,Hispanic,White,85,106810,79.6,0.338239388,0.999204194
Male,2012,85+ years,Non-Hispanic,Asian or Pacific Islander,38,65464,58,0.517844025,0.999419528
Male,2012,85+ years,Non-Hispanic,Black or African American,56,119217,47,0.610209523,0.999530268
Male,2012,85+ years,Non-Hispanic,White,1785,1657826,107.7,0.103943,0.998923289
Male,2013,20-24 years,Non-Hispanic,White,17,6637248,0.3,0.999864628,0.999997439
Male,2013,25-29 years,Non-Hispanic,White,27,6358792,0.4,0.998459389,0.999995754
Male,2013,30-34 years,Hispanic,White,17,2035352,0.8,0.995034448,0.999991648
Male,2013,30-34 years,Non-Hispanic,Black or African American,18,1346357,1.3,0.990849855,0.999986631
Male,2013,30-34 years,Non-Hispanic,White,38,6245520,0.6,0.996926132,0.999993916
Male,2013,35-39 years,Non-Hispanic,Black or African American,19,1203139,1.6,0.988829214,0.999984208
Male,2013,35-39 years,Non-Hispanic,White,44,5742115,0.8,0.995609695,0.999992337
Male,2013,40-44 years,Hispanic,White,22,1723371,1.3,0.991353413,0.999987234
Male,2013,40-44 years,Non-Hispanic,Black or African American,22,1257539,1.7,0.987409232,0.999982506
Male,2013,40-44 years,Non-Hispanic,White,77,6440422,1.2,0.992028964,0.999988044
Male,2013,45-49 years,Hispanic,White,38,1511705,2.5,0.981034654,0.999974863
Male,2013,45-49 years,Non-Hispanic,Black or African American,40,1271468,3.1,0.975761199,0.99996854
Male,2013,45-49 years,Non-Hispanic,White,147,6894229,2.1,0.984216648,0.999978678
Male,2013,50-54 years,Hispanic,White,53,1264801,4.2,0.967050014,0.999958096
Male,2013,50-54 years,Non-Hispanic,Black or African American,73,1293278,5.6,0.954920989,0.999943554
Male,2013,50-54 years,Non-Hispanic,White,325,7755678,4.2,0.967049216,0.999958095
Male,2013,55-59 years,Hispanic,White,70,967924,7.2,0.941680872,0.99992768
Male,2013,55-59 years,Non-Hispanic,Asian or Pacific Islander,19,471363,4,0.968380521,0.999959691
Male,2013,55-59 years,Non-Hispanic,Black or African American,71,1138959,6.2,0.950006693,0.999937662
Male,2013,55-59 years,Non-Hispanic,White,547,7517654,7.3,0.941311932,0.999927238
Male,2013,60-64 years ,Hispanic,White,68,700217,9.7,0.92100163,0.999902887
Male,2013,60-64 years ,Non-Hispanic,Asian or Pacific Islander,26,385911,6.7,0.945806774,0.999932627
Male,2013,60-64 years ,Non-Hispanic,Black or African American,103,871720,11.8,0.903448978,0.999881843
Male,2013,60-64 years ,Non-Hispanic,White,815,6579158,12.4,0.898679047,0.999876124
Male,2013,65-69 years,Hispanic,White,102,496219,20.6,0.830553165,0.999794446
Male,2013,65-69 years,Non-Hispanic,Asian or Pacific Islander,39,288869,13.5,0.889393073,0.999864991
Male,2013,65-69 years,Non-Hispanic,Black or African American,84,600849,14,0.885395448,0.999860198
Male,2013,65-69 years,Non-Hispanic,White,1051,5428872,19.4,0.840528583,0.999806405
Male,2013,70-74 years,Hispanic,White,97,328878,29.5,0.755997043,0.999705058
Male,2013,70-74 years,Non-Hispanic,Asian or Pacific Islander,38,203965,18.6,0.84660738,0.999813694
Male,2013,70-74 years,Non-Hispanic,Black or African American,105,400080,26.2,0.783100048,0.999737552
Male,2013,70-74 years,Non-Hispanic,White,1310,3890605,33.7,0.721160767,0.999663291
Male,2013,75-79 years,Hispanic,White,95,229337,41.4,0.656495765,0.999585762
Male,2013,75-79 years,Non-Hispanic,Asian or Pacific Islander,46,139912,32.9,0.727775373,0.999671222
Male,2013,75-79 years,Non-Hispanic,Black or African American,75,265758,28.2,0.766615285,0.999717788
Male,2013,75-79 years,Non-Hispanic,White,1379,2720397,50.7,0.579198915,0.999493089
Male,2013,80-84 years,Hispanic,White,104,151488,68.7,0.429389278,0.999313477
Male,2013,80-84 years,Non-Hispanic,Asian or Pacific Islander,46,86178,53.4,0.55678931,0.999466221
Male,2013,80-84 years,Non-Hispanic,Black or African American,64,160819,39.8,0.670070031,0.999602037
Male,2013,80-84 years,Non-Hispanic,White,1585,1946062,81.4,0.322675817,0.999185535
Male,2013,85+ years,Hispanic,White,109,115547,94.3,0.215185441,0.999056661
Male,2013,85+ years,Non-Hispanic,Asian or Pacific Islander,57,71034,80.2,0.332711971,0.999197567
Male,2013,85+ years,Non-Hispanic,Black or African American,66,123504,53.4,0.556274915,0.999465604
Male,2013,85+ years,Non-Hispanic,White,1808,1704495,106.1,0.117277003,0.998939275
Male,2014,20-24 years,Non-Hispanic,White,16,6609388,0.2,0.999981818,0.999997579
Male,2014,25-29 years,Non-Hispanic,White,30,6437156,0.5,0.998113787,0.99999534
Male,2014,30-34 years,Non-Hispanic,Black or African American,19,1362329,1.4,0.990368349,0.999986053
Male,2014,30-34 years,Non-Hispanic,White,27,6294256,0.4,0.998423077,0.99999571
Male,2014,35-39 years,Hispanic,White,23,1894755,1.2,0.9918763,0.999987861
Male,2014,35-39 years,Non-Hispanic,Black or African American,19,1230537,1.5,0.989122484,0.99998456
Male,2014,35-39 years,Non-Hispanic,White,49,5807562,0.8,0.994963626,0.999991563
Male,2014,40-44 years,Hispanic,White,19,1753960,1.1,0.99296572,0.999989167
Male,2014,40-44 years,Non-Hispanic,Black or African American,34,1246039,2.7,0.979241988,0.999972714
Male,2014,40-44 years,Non-Hispanic,White,78,6241115,1.2,0.991576871,0.999987502
Male,2014,45-49 years,Hispanic,White,34,1543390,2.2,0.983626751,0.999977971
Male,2014,45-49 years,Non-Hispanic,Black or African American,43,1245941,3.5,0.973215294,0.999965488
Male,2014,45-49 years,Non-Hispanic,White,143,6691365,2.1,0.984176075,0.999978629
Male,2014,50-54 years,Hispanic,White,57,1316695,4.3,0.965893667,0.99995671
Male,2014,50-54 years,Non-Hispanic,Black or African American,65,1295847,5,0.960163543,0.99994984
Male,2014,50-54 years,Non-Hispanic,White,294,7660825,3.8,0.969991594,0.999961623
Male,2014,55-59 years,Hispanic,White,70,1016919,6.9,0.944587083,0.999931165
Male,2014,55-59 years,Non-Hispanic,Asian or Pacific Islander,25,485188,5.2,0.95902405,0.999948474
Male,2014,55-59 years,Non-Hispanic,Black or African American,91,1170738,7.8,0.937169342,0.999922271
Male,2014,55-59 years,Non-Hispanic,White,549,7563141,7.3,0.941456371,0.999927411
Male,2014,60-64 years ,Hispanic,White,94,738606,12.7,0.895850919,0.999872733
Male,2014,60-64 years ,Non-Hispanic,Asian or Pacific Islander,32,400829,8,0.935412952,0.999920165
Male,2014,60-64 years ,Non-Hispanic,Black or African American,99,903088,11,0.910566422,0.999890376
Male,2014,60-64 years ,Non-Hispanic,White,802,6680480,12,0.901869201,0.999879949
Male,2014,65-69 years,Hispanic,White,93,529869,17.6,0.855608212,0.999824485
Male,2014,65-69 years,Non-Hispanic,Asian or Pacific Islander,34,311521,10.9,0.910968403,0.999890858
Male,2014,65-69 years,Non-Hispanic,Black or African American,101,641335,15.7,0.870647486,0.999842516
Male,2014,65-69 years,Non-Hispanic,White,1083,5658247,19.1,0.842357299,0.999808598
