Sex,Year,AgeGroup,Ethnicity,Race,Deaths,Population,Crude Rate,Survival Rate scaled,Survival Rate
Female,2015,75-79 years,Hispanic,White,89,342576,26,0.785311301,0.999740204
Female,2015,75-79 years,Non-Hispanic,Asian or Pacific Islander,54,200801,26.9,0.777699034,0.999731077
Female,2015,75-79 years,Non-Hispanic,Black or African American,88,434303,20.3,0.832997745,0.999797376
Female,2015,75-79 years,Non-Hispanic,White,1057,3477571,30.4,0.748485708,0.999696052
Female,2015,80-84 years,Hispanic,White,88,243730,36.1,0.700853787,0.999638945
Female,2015,80-84 years,Non-Hispanic,Asian or Pacific Islander,39,139154,28,0.768238901,0.999719735
Female,2015,80-84 years,Non-Hispanic,Black or African American,80,305885,26.2,0.78386015,0.999738464
Female,2015,80-84 years,Non-Hispanic,White,1247,2663750,46.8,0.611539573,0.999531863
Female,2015,85+ years,Hispanic,White,111,240766,46.1,0.617468574,0.999538971
Female,2015,85+ years,Non-Hispanic,Asian or Pacific Islander,59,145218,40.6,0.663128196,0.999593714
Female,2015,85+ years,Non-Hispanic,Black or African American,108,323759,33.4,0.723769001,0.999666419
Female,2015,85+ years,Non-Hispanic,White,2185,3351654,65.2,0.458253352,0.999348083
Female,2016,35-39 years,Non-Hispanic,White,17,5957009,0.3,0.999620678,0.999997146
Female,2016,40-44 years,Hispanic,White,16,1748574,0.9,0.994368899,0.99999085
Female,2016,40-44 years,Non-Hispanic,White,42,5729856,0.7,0.995887154,0.99999267
Female,2016,45-49 years,Hispanic,White,18,1579892,1.1,0.992498176,0.999988607
Female,2016,45-49 years,Non-Hispanic,Black or African American,27,1404068,1.9,0.985961819,0.99998077
Female,2016,45-49 years,Non-Hispanic,White,72,6582628,1.1,0.992877933,0.999989062
Female,2016,50-54 years,Hispanic,White,19,1391073,1.4,0.990608715,0.999986341
Female,2016,50-54 years,Non-Hispanic,Black or African American,41,1450567,2.8,0.978425976,0.999971735
Female,2016,50-54 years,Non-Hispanic,White,137,7351447,1.9,0.986457303,0.999981364
Female,2016,55-59 years,Hispanic,White,40,1159241,3.5,0.973220909,0.999965495
Female,2016,55-59 years,Non-Hispanic,Asian or Pacific Islander,17,601826,2.8,0.978440524,0.999971753
Female,2016,55-59 years,Non-Hispanic,Black or African American,68,1412262,4.8,0.961840482,0.99995185
Female,2016,55-59 years,Non-Hispanic,White,271,7891424,3.4,0.973357913,0.999965659
Female,2016,60-64 years ,Hispanic,White,53,913522,5.8,0.953610241,0.999941983
Female,2016,60-64 years ,Non-Hispanic,Asian or Pacific Islander,24,536741,4.5,0.964705865,0.999955286
Female,2016,60-64 years ,Non-Hispanic,Black or African American,82,1189958,6.9,0.944524844,0.99993109
Female,2016,60-64 years ,Non-Hispanic,White,453,7347542,6.2,0.950577496,0.999938347
Female,2016,65-69 years,Hispanic,White,63,699466,9,0.92687689,0.999909931
Female,2016,65-69 years,Non-Hispanic,Asian or Pacific Islander,27,447565,6,0.951684178,0.999939674
Female,2016,65-69 years,Non-Hispanic,Black or African American,84,946066,8.9,0.927944488,0.999911211
Female,2016,65-69 years,Non-Hispanic,White,641,6657460,9.6,0.921693734,0.999903717
Female,2016,70-74 years,Hispanic,White,96,493515,19.5,0.839754212,0.999805477
Female,2016,70-74 years,Non-Hispanic,Asian or Pacific Islander,42,298536,14.1,0.884657816,0.999859313
Female,2016,70-74 years,Non-Hispanic,Black or African American,90,622228,14.5,0.88135908,0.999855358
Female,2016,70-74 years,Non-Hispanic,White,921,4852131,19,0.843682252,0.999810186
Female,2016,75-79 years,Hispanic,White,109,357006,30.5,0.747343682,0.999694683
Female,2016,75-79 years,Non-Hispanic,Asian or Pacific Islander,42,212279,19.8,0.836976857,0.999802147
Female,2016,75-79 years,Non-Hispanic,Black or African American,74,447633,16.5,0.86411668,0.999834686
Female,2016,75-79 years,Non-Hispanic,White,1061,3570510,29.7,0.754150208,0.999702844
Female,2016,80-84 years,Hispanic,White,105,253492,41.4,0.656515205,0.999585786
Female,2016,80-84 years,Non-Hispanic,Asian or Pacific Islander,45,146077,30.8,0.745058556,0.999691943
Female,2016,80-84 years,Non-Hispanic,Black or African American,81,316356,25.6,0.788443839,0.999743959
Female,2016,80-84 years,Non-Hispanic,White,1244,2663875,46.7,0.612497213,0.999533011
Female,2016,85+ years,Hispanic,White,138,256688,53.8,0.553587521,0.999462382
Female,2016,85+ years,Non-Hispanic,Asian or Pacific Islander,73,156473,46.7,0.612876481,0.999533466
Female,2016,85+ years,Non-Hispanic,Black or African American,102,332326,30.7,0.746000373,0.999693072
Female,2016,85+ years,Non-Hispanic,White,2331,3368818,69.2,0.424876048,0.999308066
Female,2017,30-34 years,Non-Hispanic,White,17,6224741,0.3,0.999723056,0.999997269
Female,2017,35-39 years,Non-Hispanic,White,26,6056068,0.4,0.998420083,0.999995707
Female,2017,40-44 years,Non-Hispanic,Black or African American,16,1348663,1.2,0.992105813,0.999988136
Female,2017,40-44 years,Non-Hispanic,White,44,5642750,0.8,0.995497149,0.999992202
Female,2017,45-49 years,Hispanic,White,16,1627825,1,0.993802768,0.999990171
Female,2017,45-49 years,Non-Hispanic,Black or African American,28,1410329,2,0.985441619,0.999980146
Female,2017,45-49 years,Non-Hispanic,White,71,6485078,1.1,0.992869317,0.999989052
Female,2017,50-54 years,Hispanic,White,22,1422347,1.5,0.989099981,0.999984533
Female,2017,50-54 years,Non-Hispanic,Black or African American,31,1428975,2.2,0.983906631,0.999978306
Female,2017,50-54 years,Non-Hispanic,White,149,7087427,2.1,0.984466068,0.999978977
Female,2017,55-59 years,Hispanic,White,24,1203059,2,0.985361862,0.999980051
Female,2017,55-59 years,Non-Hispanic,Asian or Pacific Islander,19,611927,3.1,0.976103373,0.999968951
Female,2017,55-59 years,Non-Hispanic,Black or African American,49,1418540,3.5,0.973189863,0.999965457
Female,2017,55-59 years,Non-Hispanic,White,256,7823408,3.3,0.974708084,0.999967278
Female,2017,60-64 years ,Hispanic,White,71,962309,7.4,0.940462165,0.999926219
Female,2017,60-64 years ,Non-Hispanic,Asian or Pacific Islander,22,555791,4,0.968985569,0.999960417
Female,2017,60-64 years ,Non-Hispanic,Black or African American,67,1236441,5.4,0.95680427,0.999945812
Female,2017,60-64 years ,Non-Hispanic,White,435,7469328,5.8,0.953425946,0.999941762
Female,2017,65-69 years,Hispanic,White,82,726828,11.3,0.907901452,0.999887181
Female,2017,65-69 years,Non-Hispanic,Asian or Pacific Islander,24,466246,5.1,0.95906696,0.999948525
Female,2017,65-69 years,Non-Hispanic,Black or African American,106,976046,10.9,0.911419205,0.999891399
Female,2017,65-69 years,Non-Hispanic,White,667,6586185,10.1,0.917532016,0.999898727
Female,2017,70-74 years,Hispanic,White,92,529835,17.4,0.857173034,0.999826361
Female,2017,70-74 years,Non-Hispanic,Asian or Pacific Islander,32,323999,9.9,0.919622917,0.999901234
Female,2017,70-74 years,Non-Hispanic,Black or African American,82,667206,12.3,0.899492654,0.999877099
Female,2017,70-74 years,Non-Hispanic,White,912,5272218,17.3,0.857720803,0.999827018
Female,2017,75-79 years,Hispanic,White,103,372953,27.6,0.771650952,0.999723826
Female,2017,75-79 years,Non-Hispanic,Asian or Pacific Islander,48,225679,21.3,0.824600309,0.999787309
Female,2017,75-79 years,Non-Hispanic,Black or African American,100,464287,21.5,0.822354528,0.999784616
Female,2017,75-79 years,Non-Hispanic,White,1082,3712573,29.1,0.758916403,0.999708558
Female,2017,80-84 years,Hispanic,White,100,263862,37.9,0.685898224,0.999621014
Female,2017,80-84 years,Non-Hispanic,Asian or Pacific Islander,41,153659,26.7,0.779449234,0.999733175
Female,2017,80-84 years,Non-Hispanic,Black or African American,79,324047,24.4,0.798660312,0.999756208
Female,2017,80-84 years,Non-Hispanic,White,1215,2676302,45.4,0.623343723,0.999546015
Female,2017,85+ years,Hispanic,White,152,271910,55.9,0.535745955,0.999440992
Female,2017,85+ years,Non-Hispanic,Asian or Pacific Islander,60,167438,35.8,0.703117192,0.999641658
Female,2017,85+ years,Non-Hispanic,Black or African American,87,340994,25.5,0.789198017,0.999744864
Female,2017,85+ years,Non-Hispanic,White,2213,3364977,65.8,0.453465875,0.999342343
Female,2018,30-34 years,Non-Hispanic,White,23,6234442,0.4,0.99892389,0.999996311
Female,2018,35-39 years,Non-Hispanic,Black or African American,17,1494762,1.1,0.992514971,0.999988627
Female,2018,35-39 years,Non-Hispanic,White,23,6142564,0.4,0.998877865,0.999996256
Female,2018,40-44 years,Non-Hispanic,Black or African American,22,1354332,1.6,0.98845209,0.999983756
Female,2018,40-44 years,Non-Hispanic,White,27,5647073,0.5,0.998013035,0.999995219
Female,2018,45-49 years,Hispanic,White,21,1668288,1.3,0.991501815,0.999987412
Female,2018,45-49 years,Non-Hispanic,White,57,6338665,0.9,0.994500585,0.999991008
Female,2018,50-54 years,Hispanic,White,28,1453608,1.9,0.985934648,0.999980738
Female,2018,50-54 years,Non-Hispanic,Black or African American,34,1405660,2.4,0.981826402,0.999975812
Female,2018,50-54 years,Non-Hispanic,White,113,6819533,1.7,0.988180282,0.99998343
Female,2018,55-59 years,Hispanic,White,49,1250863,3.9,0.969327765,0.999960827
Female,2018,55-59 years,Non-Hispanic,Black or African American,58,1426227,4.1,0.968081838,0.999959333
Female,2018,55-59 years,Non-Hispanic,White,263,7729568,3.4,0.973621389,0.999965975
Female,2018,60-64 years ,Hispanic,White,61,1004948,6.1,0.951372881,0.9999393
Female,2018,60-64 years ,Non-Hispanic,Asian or Pacific Islander,28,571786,4.9,0.961156821,0.999951031
Female,2018,60-64 years ,Non-Hispanic,Black or African American,64,1271979,5,0.960034217,0.999949685
Female,2018,60-64 years ,Non-Hispanic,White,425,7552908,5.6,0.955067783,0.99994373
Female,2018,65-69 years,Hispanic,White,75,760313,9.9,0.919724801,0.999901356
Female,2018,65-69 years,Non-Hispanic,Asian or Pacific Islander,51,483342,10.6,0.913993235,0.999894485
Female,2018,65-69 years,Non-Hispanic,Black or African American,102,1007184,10.1,0.917532123,0.999898728
Female,2018,65-69 years,Non-Hispanic,White,598,6655085,9,0.92705422,0.999910144
Female,2018,70-74 years,Hispanic,White,96,562132,17.1,0.859558963,0.999829222
Female,2018,70-74 years,Non-Hispanic,Asian or Pacific Islander,45,351978,12.8,0.895365379,0.999872151
Female,2018,70-74 years,Non-Hispanic,Black or African American,85,708328,12,0.901911196,0.999879999
Female,2018,70-74 years,Non-Hispanic,White,870,5463691,15.9,0.869188673,0.999840767
Female,2018,75-79 years,Hispanic,White,109,392939,27.7,0.770631265,0.999722603
Female,2018,75-79 years,Non-Hispanic,Asian or Pacific Islander,34,237702,14.3,0.882698,0.999856964
Female,2018,75-79 years,Non-Hispanic,Black or African American,92,486876,18.9,0.844394293,0.99981104
Female,2018,75-79 years,Non-Hispanic,White,1124,3936262,28.6,0.763830758,0.99971445
Female,2018,80-84 years,Hispanic,White,116,276411,42,0.651968943,0.999580335
Female,2018,80-84 years,Non-Hispanic,Asian or Pacific Islander,51,161351,31.6,0.738365622,0.999683919
Female,2018,80-84 years,Non-Hispanic,Black or African American,79,332770,23.7,0.803990542,0.999762599
Female,2018,80-84 years,Non-Hispanic,White,1134,2726222,41.6,0.65505891,0.99958404
Female,2018,85+ years,Hispanic,White,132,286338,46.1,0.617497683,0.999539006
Female,2018,85+ years,Non-Hispanic,Asian or Pacific Islander,72,179297,40.2,0.66706284,0.999598432
Female,2018,85+ years,Non-Hispanic,Black or African American,95,350724,27.1,0.77607651,0.999729132
Female,2018,85+ years,Non-Hispanic,White,2146,3350573,64,0.467786388,0.999359513
Female,2019,30-34 years,Non-Hispanic,White,20,6284268,0.3,0.99934646,0.999996817
Female,2019,35-39 years,Non-Hispanic,White,18,6186051,0.3,0.999573978,0.99999709
Female,2019,40-44 years,Hispanic,White,16,1808570,0.9,0.994622078,0.999991153
Female,2019,40-44 years,Non-Hispanic,Black or African American,16,1378960,1.2,0.992323218,0.999988397
Female,2019,40-44 years,Non-Hispanic,White,31,5702262,0.5,0.997466548,0.999994564
Female,2019,45-49 years,Hispanic,White,18,1702141,1.1,0.993180672,0.999989425
Female,2019,45-49 years,Non-Hispanic,Black or African American,23,1397992,1.6,0.988278604,0.999983548
Female,2019,45-49 years,Non-Hispanic,White,74,6137315,1.2,0.991944179,0.999987943
Female,2019,50-54 years,Hispanic,White,28,1478276,1.9,0.986202746,0.999981059
Female,2019,50-54 years,Non-Hispanic,Black or African American,41,1378162,3,0.977187409,0.99997025
Female,2019,50-54 years,Non-Hispanic,White,118,6603076,1.8,0.987095643,0.99998213
Female,2019,55-59 years,Hispanic,White,42,1298229,3.2,0.975017148,0.999967648
Female,2019,55-59 years,Non-Hispanic,Black or African American,47,1429694,3.3,0.974581426,0.999967126
Female,2019,55-59 years,Non-Hispanic,White,265,7630885,3.5,0.973035778,0.999965273
Female,2019,60-64 years ,Hispanic,White,68,1045290,6.5,0.947741269,0.999934946
Female,2019,60-64 years ,Non-Hispanic,Asian or Pacific Islander,23,583095,3.9,0.96910112,0.999960555
Female,2019,60-64 years ,Non-Hispanic,Black or African American,66,1301491,5.1,0.959704113,0.999949289
Female,2019,60-64 years ,Non-Hispanic,White,398,7587338,5.2,0.958248864,0.999947544
Female,2019,65-69 years,Hispanic,White,82,798777,10.3,0.916377365,0.999897343
Female,2019,65-69 years,Non-Hispanic,Asian or Pacific Islander,35,499473,7,0.943554095,0.999929926
Female,2019,65-69 years,Non-Hispanic,Black or African American,98,1043246,9.4,0.923649966,0.999906062
Female,2019,65-69 years,Non-Hispanic,White,591,6768292,8.7,0.929170414,0.999912681
Female,2019,70-74 years,Hispanic,White,85,594488,14.3,0.882744759,0.99985702
Female,2019,70-74 years,Non-Hispanic,Asian or Pacific Islander,39,380397,10.3,0.916487854,0.999897476
Female,2019,70-74 years,Non-Hispanic,Black or African American,102,756158,13.5,0.889490536,0.999865108
Female,2019,70-74 years,Non-Hispanic,White,914,5695244,16,0.868144606,0.999839515
Female,2019,75-79 years,Hispanic,White,88,412439,21.3,0.824038636,0.999786635
Female,2019,75-79 years,Non-Hispanic,Asian or Pacific Islander,56,252362,22.2,0.816916828,0.999778097
Female,2019,75-79 years,Non-Hispanic,Black or African American,90,507879,17.7,0.854196554,0.999822792
Female,2019,75-79 years,Non-Hispanic,White,1107,4095071,27,0.776529645,0.999729675
Female,2019,80-84 years,Hispanic,White,113,289051,39.1,0.67593229,0.999609066
Female,2019,80-84 years,Non-Hispanic,Asian or Pacific Islander,38,170172,22.3,0.815749103,0.999776697
Female,2019,80-84 years,Non-Hispanic,Black or African American,88,341529,25.8,0.78708919,0.999742335
Female,2019,80-84 years,Non-Hispanic,White,1277,2793122,45.7,0.620666464,0.999542806
Female,2019,85+ years,Hispanic,White,142,300632,47.2,0.608035416,0.999527662
Female,2019,85+ years,Non-Hispanic,Asian or Pacific Islander,66,190297,34.7,0.712721831,0.999653174
Female,2019,85+ years,Non-Hispanic,Black or African American,99,360220,27.5,0.772770416,0.999725168
Female,2019,85+ years,Non-Hispanic,White,2176,3333239,65.3,0.457501399,0.999347182
Female,2020,30-34 years,Non-Hispanic,White,18,6339479,0.3,0.999632715,0.999997161
Female,2020,35-39 years,Non-Hispanic,Black or African American,16,1502992,1.1,0.993121857,0.999989355
Female,2020,35-39 years,Non-Hispanic,White,22,6200085,0.4,0.999041366,0.999996452
Female,2020,40-44 years,Non-Hispanic,White,28,5796661,0.5,0.997972058,0.99999517
Female,2020,45-49 years,Non-Hispanic,Black or African American,20,1375619,1.5,0.989874405,0.999985461
Female,2020,45-49 years,Non-Hispanic,White,43,5912301,0.7,0.995934742,0.999992727
Female,2020,50-54 years,Hispanic,White,29,1516989,1.9,0.986056088,0.999980883
Female,2020,50-54 years,Non-Hispanic,Black or African American,29,1370203,2.1,0.98434796,0.999978835
Female,2020,50-54 years,Non-Hispanic,White,112,6500431,1.7,0.987630145,0.99998277
Female,2020,55-59 years,Hispanic,White,39,1335770,2.9,0.977648757,0.999970803
Female,2020,55-59 years,Non-Hispanic,Asian or Pacific Islander,17,649466,2.6,0.980168742,0.999973825
Female,2020,55-59 years,Non-Hispanic,Black or African American,44,1421662,3.1,0.976186583,0.99996905
Female,2020,55-59 years,Non-Hispanic,White,228,7451815,3.1,0.97648111,0.999969403
Female,2020,60-64 years ,Hispanic,White,47,1090885,4.3,0.966065423,0.999956916
Female,2020,60-64 years ,Non-Hispanic,Asian or Pacific Islander,26,594831,4.4,0.965543617,0.99995629
Female,2020,60-64 years ,Non-Hispanic,Black or African American,71,1329313,5.3,0.957452128,0.999946589
Female,2020,60-64 years ,Non-Hispanic,White,415,7608103,5.5,0.95650457,0.999945453
Female,2020,65-69 years,Hispanic,White,85,840825,10.1,0.917683315,0.999898909
Female,2020,65-69 years,Non-Hispanic,Asian or Pacific Islander,48,514189,9.3,0.924139307,0.999906649
Female,2020,65-69 years,Non-Hispanic,Black or African American,90,1077483,8.4,0.932332332,0.999916472
Female,2020,65-69 years,Non-Hispanic,White,574,6900451,8.3,0.932620114,0.999916817
Female,2020,70-74 years,Hispanic,White,99,630966,15.7,0.871132687,0.999843098
Female,2020,70-74 years,Non-Hispanic,Asian or Pacific Islander,49,411184,11.9,0.90260585,0.999880832
Female,2020,70-74 years,Non-Hispanic,Black or African American,83,806836,10.3,0.916198847,0.999897129
Female,2020,70-74 years,Non-Hispanic,White,998,5924348,16.8,0.861494883,0.999831543
Female,2020,75-79 years,Hispanic,White,112,433532,25.8,0.786523435,0.999741657
Female,2020,75-79 years,Non-Hispanic,Asian or Pacific Islander,51,267355,19.1,0.842894802,0.999809242
Female,2020,75-79 years,Non-Hispanic,Black or African American,75,526453,14.2,0.883176241,0.999857537
Female,2020,75-79 years,Non-Hispanic,White,1089,4216639,25.8,0.786590607,0.999741737
Female,2020,80-84 years,Hispanic,White,124,300563,41.3,0.657895731,0.999587441
Female,2020,80-84 years,Non-Hispanic,Asian or Pacific Islander,41,180027,22.8,0.812045697,0.999772256
Female,2020,80-84 years,Non-Hispanic,Black or African American,80,351927,22.7,0.812399133,0.99977268
Female,2020,80-84 years,Non-Hispanic,White,1228,2837710,43.3,0.64106059,0.999567257
Female,2020,85+ years,Hispanic,White,134,316810,42.3,0.649215222,0.999577034
Female,2020,85+ years,Non-Hispanic,Asian or Pacific Islander,87,201481,43.2,0.641845289,0.999568197
Female,2020,85+ years,Non-Hispanic,Black or African American,115,369171,31.2,0.742179289,0.999688491
Female,2020,85+ years,Non-Hispanic,White,2028,3312842,61.2,0.491410936,0.999387837
Male,1999,15-19 years,Non-Hispanic,White,18,6658678,0.3,0.999746242,0.999997297
Male,1999,20-24 years,Non-Hispanic,White,43,5917158,0.7,0.995939721,0.999992733
Male,1999,25-29 years,Non-Hispanic,Black or African American,17,1227359,1.4,0.990448275,0.999986149
Male,1999,25-29 years,Non-Hispanic,White,43,6291780,0.7,0.996300616,0.999993166
Male,1999,30-34 years,Non-Hispanic,Black or African American,22,1248190,1.8,0.987299939,0.999982374
Male,1999,30-34 years,Non-Hispanic,White,69,6919823,1,0.99368409,0.999990029
Male,1999,35-39 years,Hispanic,White,19,1330284,1.4,0.990088133,0.999985717
Male,1999,35-39 years,Non-Hispanic,Black or African American,36,1334212,2.7,0.979495753,0.999973018
Male,1999,35-39 years,Non-Hispanic,White,144,8092269,1.8,0.98715878,0.999982205
Male,1999,40-44 years,Hispanic,White,24,1051048,2.3,0.982955384,0.999977166
Male,1999,40-44 years,Non-Hispanic,Black or African American,50,1248357,4,0.968594037,0.999959947
Male,1999,40-44 years,Non-Hispanic,White,218,8116052,2.7,0.9795974,0.99997314
Male,1999,45-49 years,Hispanic,White,42,781630,5.4,0.957182875,0.999946266
Male,1999,45-49 years,Non-Hispanic,Black or African American,58,1027188,5.6,0.954905041,0.999943535
Male,1999,45-49 years,Non-Hispanic,White,344,7367292,4.7,0.963055593,0.999953307
Male,1999,50-54 years,Hispanic,White,41,585771,7,0.943621351,0.999930007
Male,1999,50-54 years,Non-Hispanic,Black or African American,62,788057,7.9,0.936380505,0.999921325
Male,1999,50-54 years,Non-Hispanic,White,535,6512010,8.2,0.933476772,0.999917844
Male,1999,55-59 years,Hispanic,White,38,407139,9.3,0.924153212,0.999906666
Male,1999,55-59 years,Non-Hispanic,Asian or Pacific Islander,16,209200,7.6,0.938209362,0.999923518
Male,1999,55-59 years,Non-Hispanic,Black or African American,81,573942,14.1,0.884288577,0.999858871
Male,1999,55-59 years,Non-Hispanic,White,713,5062719,14.1,0.884535321,0.999859167
Male,1999,60-64 years ,Hispanic,White,50,317146,15.8,0.870503944,0.999842344
Male,1999,60-64 years ,Non-Hispanic,Asian or Pacific Islander,26,164072,15.8,0.869827576,0.999841533
Male,1999,60-64 years ,Non-Hispanic,Black or African American,72,459389,15.7,0.871276446,0.99984327
Male,1999,60-64 years ,Non-Hispanic,White,841,4089495,20.6,0.830474377,0.999794351
Male,1999,65-69 years,Hispanic,White,55,245544,22.4,0.815174458,0.999776008
Male,1999,65-69 years,Non-Hispanic,Black or African American,90,376469,23.9,0.802604058,0.999760936
Male,1999,65-69 years,Non-Hispanic,White,1190,3619385,32.9,0.727769493,0.999671215
Male,1999,70-74 years,Hispanic,White,69,187366,36.8,0.694841842,0.999631737
Male,1999,70-74 years,Non-Hispanic,Asian or Pacific Islander,29,94976,30.5,0.747324249,0.99969466
Male,1999,70-74 years,Non-Hispanic,Black or African American,84,288848,29.1,0.759443279,0.99970919
Male,1999,70-74 years,Non-Hispanic,White,1632,3298475,49.5,0.589322256,0.999505226
Male,1999,75-79 years,Hispanic,White,57,122632,46.5,0.614318506,0.999535195
Male,1999,75-79 years,Non-Hispanic,Asian or Pacific Islander,33,68301,48.3,0.599013086,0.999516845
Male,1999,75-79 years,Non-Hispanic,Black or African American,99,206886,47.9,0.60287572,0.999521476
Male,1999,75-79 years,Non-Hispanic,White,1847,2598489,71.1,0.409142381,0.999289202
Male,1999,80-84 years,Hispanic,White,33,60934,54.2,0.550291328,0.99945843
Male,1999,80-84 years,Non-Hispanic,Asian or Pacific Islander,16,36288,44.1,0.634243025,0.999559083
Male,1999,80-84 years,Non-Hispanic,Black or African American,32,112918,28.3,0.765631201,0.999716609
Male,1999,80-84 years,Non-Hispanic,White,1455,1584636,91.8,0.236160037,0.999081808
Male,1999,85+ years,Hispanic,White,27,44495,60.7,0.495876122,0.99939319
Male,1999,85+ years,Non-Hispanic,Asian or Pacific Islander,26,24197,107.5,0.105776245,0.998925487
Male,1999,85+ years,Non-Hispanic,Black or African American,50,84140,59.4,0.506353831,0.999405752
Male,1999,85+ years,Non-Hispanic,White,1138,1035110,109.9,0.085018876,0.9989006
Male,2000,15-19 years,Non-Hispanic,White,34,6675653,0.5,0.99775289,0.999994907
Male,2000,20-24 years,Non-Hispanic,Black or African American,16,1302285,1.2,0.99175342,0.999987714
Male,2000,20-24 years,Non-Hispanic,White,45,6013434,0.7,0.995759359,0.999992517
Male,2000,25-29 years,Non-Hispanic,White,39,6075610,0.6,0.996646928,0.999993581
Male,2000,30-34 years,Non-Hispanic,Black or African American,18,1241423,1.4,0.989907284,0.999985501
Male,2000,30-34 years,Non-Hispanic,White,70,6806492,1,0.993423069,0.999989716
Male,2000,35-39 years,Non-Hispanic,Black or African American,35,1332079,2.6,0.980085861,0.999973725
Male,2000,35-39 years,Non-Hispanic,White,136,7893270,1.7,0.987629944,0.99998277
Male,2000,40-44 years,Hispanic,White,34,1116654,3,0.976604942,0.999969552
Male,2000,40-44 years,Non-Hispanic,Black or African American,33,1280973,2.6,0.980513784,0.999974238
Male,2000,40-44 years,Non-Hispanic,White,217,8157340,2.7,0.979813043,0.999973398
Male,2000,45-49 years,Hispanic,White,33,837631,3.9,0.969141042,0.999960603
Male,2000,45-49 years,Non-Hispanic,Black or African American,66,1069079,6.2,0.95050901,0.999938265
Male,2000,45-49 years,Non-Hispanic,White,355,7526850,4.7,0.96266223,0.999952836
Male,2000,50-54 years,Hispanic,White,37,631870,5.9,0.953160561,0.999941444
Male,2000,50-54 years,Non-Hispanic,Asian or Pacific Islander,17,320102,5.3,0.957704833,0.999946892
Male,2000,50-54 years,Non-Hispanic,Black or African American,67,849170,7.9,0.936191953,0.999921099
Male,2000,50-54 years,Non-Hispanic,White,515,6794908,7.6,0.938784695,0.999924208
Male,2000,55-59 years,Hispanic,White,48,435104,11,0.909987086,0.999889682
Male,2000,55-59 years,Non-Hispanic,Black or African American,82,594988,13.8,0.887050481,0.999862182
Male,2000,55-59 years,Non-Hispanic,White,720,5230525,13.8,0.887187619,0.999862347
Male,2000,60-64 years ,Hispanic,White,63,330848,19,0.843176583,0.99980958
Male,2000,60-64 years ,Non-Hispanic,Asian or Pacific Islander,18,176077,10.2,0.916735128,0.999897772
Male,2000,60-64 years ,Non-Hispanic,Black or African American,75,473439,15.8,0.869870677,0.999841585
Male,2000,60-64 years ,Non-Hispanic,White,818,4133212,19.8,0.836929974,0.999802091
Male,2000,65-69 years,Hispanic,White,60,255692,23.5,0.806279148,0.999765343
Male,2000,65-69 years,Non-Hispanic,Asian or Pacific Islander,21,130658,16.1,0.867944292,0.999839275
Male,2000,65-69 years,Non-Hispanic,Black or African American,74,377149,19.6,0.838347993,0.999803791
Male,2000,65-69 years,Non-Hispanic,White,1181,3597503,32.8,0.7281881,0.999671717
Male,2000,70-74 years,Hispanic,White,82,197968,41.4,0.656520125,0.999585792
Male,2000,70-74 years,Non-Hispanic,Asian or Pacific Islander,31,100736,30.8,0.745326828,0.999692265
Male,2000,70-74 years,Non-Hispanic,Black or African American,95,294208,32.3,0.732677468,0.999677099
Male,2000,70-74 years,Non-Hispanic,White,1544,3290475,46.9,0.61062531,0.999530767
Male,2000,75-79 years,Hispanic,White,60,131107,45.8,0.620293654,0.999542359
Male,2000,75-79 years,Non-Hispanic,Asian or Pacific Islander,30,72907,41.1,0.658793175,0.999588517
Male,2000,75-79 years,Non-Hispanic,Black or African American,65,209292,31.1,0.742961552,0.999689429
Male,2000,75-79 years,Non-Hispanic,White,1854,2626421,70.6,0.413224438,0.999294096
Male,2000,80-84 years,Hispanic,White,37,65950,56.1,0.534058964,0.999438969
Male,2000,80-84 years,Non-Hispanic,Asian or Pacific Islander,21,39566,53.1,0.559308375,0.999469241
Male,2000,80-84 years,Non-Hispanic,Black or African American,38,117501,32.3,0.732259849,0.999676598
Male,2000,80-84 years,Non-Hispanic,White,1511,1621053,93.2,0.224551182,0.99906789
Male,2000,85+ years,Hispanic,White,38,47433,80.1,0.333798457,0.99919887
Male,2000,85+ years,Non-Hispanic,Asian or Pacific Islander,18,26993,66.7,0.445806771,0.99933316
Male,2000,85+ years,Non-Hispanic,Black or African American,37,84983,43.5,0.638860392,0.999564619
Male,2000,85+ years,Non-Hispanic,White,1200,1069852,112.2,0.066460368,0.99887835
Male,2001,15-19 years,Non-Hispanic,White,25,6700667,0.4,0.998889036,0.999996269
Male,2001,20-24 years,Non-Hispanic,White,29,6179203,0.5,0.998086497,0.999995307
Male,2001,25-29 years,Non-Hispanic,White,40,5814673,0.7,0.99626322,0.999993121
Male,2001,30-34 years,Non-Hispanic,Black or African American,17,1241242,1.4,0.990577489,0.999986304
Male,2001,30-34 years,Non-Hispanic,White,75,6779853,1.1,0.992774253,0.999988938
Male,2001,35-39 years,Hispanic,White,22,1441212,1.5,0.98926885,0.999984735
Male,2001,35-39 years,Non-Hispanic,Black or African American,42,1322748,3.2,0.975517331,0.999968248
Male,2001,35-39 years,Non-Hispanic,White,127,7631303,1.7,0.988120286,0.999983358
Male,2001,40-44 years,Hispanic,White,34,1176925,2.9,0.977905486,0.999971111
Male,2001,40-44 years,Non-Hispanic,Black or African American,46,1304062,3.5,0.972579455,0.999964726
Male,2001,40-44 years,Non-Hispanic,White,212,8200772,2.6,0.980439086,0.999974149
